Club Name,Club Description,Club Type,Club Sport,City,Country,State,Club Website,Cover Photo,Club Picture
UOECC,exeter climbing soc CRUSHERS,Just for fun,Other,Exeter,United Kingdom,England,,clubs/1407831_cover.jpg,clubs/1407831_picture.jpg
