Promotion Seen,Timestamp
Tdf2022FeedFollow,1657394209
Tdf2022FeedFollow,1657393748
Tdf2022FeedFollow,1657213846
Tdf2022FeedFollow,1657124983
Tdf2022FeedFollow,1656617333
Tdf2022FeedFollow,1656617332
Tdf2022FeedFollow,1656400435
Tdf2022FeedFollow,1656399515
Tdf2022FeedFollow,1655985271
Tdf2022FeedFollow,1655982153
Tdf2022FeedFollow,1655968876
MapsTabDirtSports,1654763455
DirtSportsGoals,1678061097
DirtSportsSportPicker,1655056913
DirtSportsSportPicker,1654929363
DirtSportsSportPicker,1654867180
MentionsSettingRowCoachmark,1653598375
MentionsNewLabelCoachmark,1653598374
MentionsSettingCogCoachmark,1653084378
WinbackNotificationSeen,1743514835
WinbackNotificationSeen,1689752597
WinbackNotificationSeen,1687089573
WinbackNotificationSeen,1682363230
RouteLongPressCoachmark,1678060910
Map3dEducationVisibility,1645724045
MapVisibilitySettingRowCoachmark,1646762612
MapVisibilityNewLabelCoachmark,1646762611
MapVisibilitySettingCogCoachmark,1646603831
RouteFromActivitySaveButtonCoachmark,1640622226
RouteFromActivityMoreOptionsButtonCoachmark,1640622223
WelcomeBackKudosCoachmarkImpression,1710077710
WelcomeBackKudosCoachmarkImpression,1710071436
WelcomeBackKudosCoachmarkImpression,1710063426
WelcomeBackKudosCoachmarkImpression,1692216870
WelcomeBackKudosCoachmarkImpression,1692214001
WelcomeBackKudosCoachmarkImpression,1691840140
WelcomeBackKudosCoachmarkImpression,1691406180
WelcomeBackKudosCoachmarkImpression,1691347254
WelcomeBackKudosCoachmarkImpression,1690630332
WelcomeBackKudosCoachmarkImpression,1689075937
WelcomeBackKudosCoachmarkImpression,1688731894
WelcomeBackKudosCoachmarkImpression,1688647399
WelcomeBackKudosCoachmarkImpression,1688475215
WelcomeBackKudosCoachmarkImpression,1688386539
WelcomeBackKudosCoachmarkImpression,1688234735
WelcomeBackKudosCoachmarkImpression,1684951630
WelcomeBackKudosCoachmarkImpression,1684771920
