Date,Route ID
"21 Sep 2024, 23:11:47",3272712682004845284
"20 Aug 2024, 14:11:31",3260980307138008544
"21 Sep 2024, 23:10:48",3272712434258789992
"21 Sep 2024, 23:08:37",3272711884683489896
"21 Sep 2024, 23:09:44",3272712166154137192
"21 Sep 2024, 23:07:29",3272711598453183080
